92,75,78,0.7447826862335205,0.3698538698331274,0.5256349823691628
94,79,91,0.7488281606423735,0.3665864828861121,0.5197593130246557
94,80,82,0.7416926562184035,0.37349734161839343,0.523061641538986
93,82,84,0.7490369334365382,0.37201897784917043,0.5204282722087822
92,76,96,0.7575495507982042,0.3828490237997036,0.533722521078707
94,86,95,0.7616200471165204,0.3864476632590246,0.5436043353995892
88,75,95,0.7598859228269018,0.39351748456858626,0.552405484999069
96,76,83,0.7486426396803423,0.37975693953157674,0.5374278709141895
89,80,92,0.7469604737830885,0.38181152488246106,0.5302458315184622
92,80,90,0.7559737870187471,0.3783418217090645,0.5342832454527268
