93,79,91,0.7898138002915815,0.37146725076617615,0.5226238592706546
91,78,88,0.7473508613278167,0.3791205569951221,0.5289490897246082
87,83,90,0.7387590721400097,0.3610822528299659,0.5168095959557427
94,77,85,0.7443883009631225,0.3717721664544308,0.5275365631989758
95,74,91,0.7488690458162867,0.3834881806614423,0.5303871679787684
97,77,72,0.7403352501416447,0.36376175013455475,0.5193154137543957
96,80,92,0.741594237510604,0.37444173446809403,0.5271851438464541
87,77,78,0.7516571150885688,0.36883466893976385,0.5257784621884124
91,81,83,0.744853761461046,0.37171472925128357,0.5286199083231916
99,85,95,0.7382824035605999,0.3637774737194331,0.5208458707790182
