88,79,85,0.7321552435557047,0.3698238700327247,0.5254756874508328
95,76,87,0.7264905915115819,0.358164137059992,0.5112780200110542
89,81,79,0.7322513864497946,0.3692478242546621,0.5167885549140699
88,79,75,0.7373258537716336,0.37184537299955733,0.5247084781377003
90,86,90,0.7293148305681016,0.3647002403182213,0.522187767606793
95,83,72,0.7328262305018878,0.37294402748647365,0.5198060165752064
95,76,79,0.7301710518923673,0.3723048489503186,0.5155198959389118
94,84,88,0.7337875390293622,0.36658019489712185,0.5189782248602973
89,80,85,0.7286657973973438,0.3769943425149629,0.514396147294478
96,73,95,0.7337201677187525,0.3700416425261835,0.5201890589010836
